date,session_key,meeting_key,driver_number,position,timestamp,name_acronym,team_name,team_colour
2024-06-30 13:34:15.424000+00:00,9550,1239,44,5,13:34:15.424000,HAM,Mercedes,27F4D2
2024-06-30 13:34:15.424000+00:00,9550,1239,81,6,13:34:15.424000,PIA,McLaren,FF8000
2024-06-30 13:34:41.996000+00:00,9550,1239,24,18,13:34:41.996000,ZHO,Kick Sauber,52e252
2024-06-30 13:34:41.996000+00:00,9550,1239,77,17,13:34:41.996000,BOT,Kick Sauber,52e252
2024-06-30 13:35:35.035000+00:00,9550,1239,11,7,13:35:35.035000,PER,Red Bull Racing,3671C6
2024-06-30 13:35:35.035000+00:00,9550,1239,27,8,13:35:35.035000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:37:10.269000+00:00,9550,1239,16,18,13:37:10.269000,LEC,Ferrari,E80020
2024-06-30 13:37:10.269000+00:00,9550,1239,24,19,13:37:10.269000,ZHO,Kick Sauber,52e252
2024-06-30 13:45:17.784000+00:00,9550,1239,14,12,13:45:17.784000,ALO,Aston Martin,229971
2024-06-30 13:45:17.784000+00:00,9550,1239,31,11,13:45:17.784000,OCO,Alpine,0093cc
2024-06-30 13:45:18.650000+00:00,9550,1239,10,12,13:45:18.650000,GAS,Alpine,0093cc
2024-06-30 13:45:18.650000+00:00,9550,1239,14,13,13:45:18.650000,ALO,Aston Martin,229971
2024-06-30 13:45:20.877000+00:00,9550,1239,14,14,13:45:20.877000,ALO,Aston Martin,229971
2024-06-30 13:45:20.877000+00:00,9550,1239,23,13,13:45:20.877000,ALB,Williams,64C4FF
2024-06-30 13:45:21.373000+00:00,9550,1239,14,15,13:45:21.373000,ALO,Aston Martin,229971
2024-06-30 13:45:21.373000+00:00,9550,1239,22,14,13:45:21.373000,TSU,RB,6692FF
2024-06-30 13:45:23.041000+00:00,9550,1239,14,16,13:45:23.041000,ALO,Aston Martin,229971
2024-06-30 13:45:23.041000+00:00,9550,1239,18,15,13:45:23.041000,STR,Aston Martin,229971
2024-06-30 13:46:37.681000+00:00,9550,1239,14,17,13:46:37.681000,ALO,Aston Martin,229971
2024-06-30 13:46:37.681000+00:00,9550,1239,77,16,13:46:37.681000,BOT,Kick Sauber,52e252
2024-06-30 13:46:56.120000+00:00,9550,1239,14,18,13:46:56.120000,ALO,Aston Martin,229971
2024-06-30 13:46:56.120000+00:00,9550,1239,16,17,13:46:56.120000,LEC,Ferrari,E80020
2024-06-30 13:47:03.673000+00:00,9550,1239,14,19,13:47:03.673000,ALO,Aston Martin,229971
2024-06-30 13:47:03.673000+00:00,9550,1239,24,18,13:47:03.673000,ZHO,Kick Sauber,52e252
2024-06-30 13:47:41.132000+00:00,9550,1239,3,11,13:47:41.132000,RIC,RB,6692FF
2024-06-30 13:47:41.132000+00:00,9550,1239,31,10,13:47:41.132000,OCO,Alpine,0093cc
2024-06-30 13:47:41.988000+00:00,9550,1239,3,12,13:47:41.988000,RIC,RB,6692FF
2024-06-30 13:47:41.988000+00:00,9550,1239,10,11,13:47:41.988000,GAS,Alpine,0093cc
2024-06-30 13:47:45.332000+00:00,9550,1239,22,13,13:47:45.332000,TSU,RB,6692FF
2024-06-30 13:47:45.332000+00:00,9550,1239,23,14,13:47:45.332000,ALB,Williams,64C4FF
2024-06-30 13:48:15.112000+00:00,9550,1239,14,18,13:48:15.112000,ALO,Aston Martin,229971
2024-06-30 13:48:15.112000+00:00,9550,1239,24,19,13:48:15.112000,ZHO,Kick Sauber,52e252
2024-06-30 13:48:52.452000+00:00,9550,1239,20,10,13:48:52.452000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:48:52.452000+00:00,9550,1239,31,9,13:48:52.452000,OCO,Alpine,0093cc
2024-06-30 13:48:56.873000+00:00,9550,1239,3,13,13:48:56.873000,RIC,RB,6692FF
2024-06-30 13:48:56.873000+00:00,9550,1239,22,12,13:48:56.873000,TSU,RB,6692FF
2024-06-30 13:48:58.276000+00:00,9550,1239,3,14,13:48:58.276000,RIC,RB,6692FF
2024-06-30 13:48:58.276000+00:00,9550,1239,23,13,13:48:58.276000,ALB,Williams,64C4FF
2024-06-30 13:48:58.845000+00:00,9550,1239,3,15,13:48:58.845000,RIC,RB,6692FF
2024-06-30 13:48:58.845000+00:00,9550,1239,18,14,13:48:58.845000,STR,Aston Martin,229971
2024-06-30 13:49:01.385000+00:00,9550,1239,3,16,13:49:01.385000,RIC,RB,6692FF
2024-06-30 13:49:01.385000+00:00,9550,1239,77,15,13:49:01.385000,BOT,Kick Sauber,52e252
2024-06-30 13:50:05.030000+00:00,9550,1239,10,10,13:50:05.030000,GAS,Alpine,0093cc
2024-06-30 13:50:05.030000+00:00,9550,1239,20,11,13:50:05.030000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:50:08.624000+00:00,9550,1239,20,12,13:50:08.624000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:50:08.624000+00:00,9550,1239,22,11,13:50:08.624000,TSU,RB,6692FF
2024-06-30 13:50:11.501000+00:00,9550,1239,18,12,13:50:11.501000,STR,Aston Martin,229971
2024-06-30 13:50:11.501000+00:00,9550,1239,20,13,13:50:11.501000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:50:11.501000+00:00,9550,1239,23,14,13:50:11.501000,ALB,Williams,64C4FF
2024-06-30 13:50:13.445000+00:00,9550,1239,20,14,13:50:13.445000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:50:13.445000+00:00,9550,1239,23,15,13:50:13.445000,ALB,Williams,64C4FF
2024-06-30 13:50:13.445000+00:00,9550,1239,77,13,13:50:13.445000,BOT,Kick Sauber,52e252
2024-06-30 13:50:15.395000+00:00,9550,1239,20,15,13:50:15.395000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:50:15.395000+00:00,9550,1239,23,14,13:50:15.395000,ALB,Williams,64C4FF
2024-06-30 13:51:16.923000+00:00,9550,1239,10,8,13:51:16.923000,GAS,Alpine,0093cc
2024-06-30 13:51:16.923000+00:00,9550,1239,27,9,13:51:16.923000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:51:16.923000+00:00,9550,1239,31,10,13:51:16.923000,OCO,Alpine,0093cc
2024-06-30 13:51:17.476000+00:00,9550,1239,27,10,13:51:17.476000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:51:17.476000+00:00,9550,1239,31,9,13:51:17.476000,OCO,Alpine,0093cc
2024-06-30 13:51:20.348000+00:00,9550,1239,22,10,13:51:20.348000,TSU,RB,6692FF
2024-06-30 13:51:20.348000+00:00,9550,1239,27,11,13:51:20.348000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:51:23.581000+00:00,9550,1239,18,11,13:51:23.581000,STR,Aston Martin,229971
2024-06-30 13:51:23.581000+00:00,9550,1239,27,12,13:51:23.581000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:51:25.671000+00:00,9550,1239,27,13,13:51:25.671000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:51:25.671000+00:00,9550,1239,77,12,13:51:25.671000,BOT,Kick Sauber,52e252
2024-06-30 13:51:31.150000+00:00,9550,1239,20,14,13:51:31.150000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:51:31.150000+00:00,9550,1239,23,15,13:51:31.150000,ALB,Williams,64C4FF
2024-06-30 13:51:32.116000+00:00,9550,1239,3,15,13:51:32.116000,RIC,RB,6692FF
2024-06-30 13:51:32.116000+00:00,9550,1239,23,16,13:51:32.116000,ALB,Williams,64C4FF
2024-06-30 13:51:36.942000+00:00,9550,1239,16,16,13:51:36.942000,LEC,Ferrari,E80020
2024-06-30 13:51:36.942000+00:00,9550,1239,23,17,13:51:36.942000,ALB,Williams,64C4FF
2024-06-30 13:53:41.530000+00:00,9550,1239,10,9,13:53:41.530000,GAS,Alpine,0093cc
2024-06-30 13:53:41.530000+00:00,9550,1239,31,8,13:53:41.530000,OCO,Alpine,0093cc
2024-06-30 13:53:44.198000+00:00,9550,1239,10,10,13:53:44.198000,GAS,Alpine,0093cc
2024-06-30 13:53:44.198000+00:00,9550,1239,22,9,13:53:44.198000,TSU,RB,6692FF
2024-06-30 13:53:51.133000+00:00,9550,1239,27,12,13:53:51.133000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:53:51.133000+00:00,9550,1239,77,13,13:53:51.133000,BOT,Kick Sauber,52e252
2024-06-30 13:53:52.462000+00:00,9550,1239,20,13,13:53:52.462000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:53:52.462000+00:00,9550,1239,77,14,13:53:52.462000,BOT,Kick Sauber,52e252
2024-06-30 13:54:55.790000+00:00,9550,1239,22,8,13:54:55.790000,TSU,RB,6692FF
2024-06-30 13:54:55.790000+00:00,9550,1239,31,9,13:54:55.790000,OCO,Alpine,0093cc
2024-06-30 13:55:01.656000+00:00,9550,1239,10,11,13:55:01.656000,GAS,Alpine,0093cc
2024-06-30 13:55:01.656000+00:00,9550,1239,18,12,13:55:01.656000,STR,Aston Martin,229971
2024-06-30 13:55:01.656000+00:00,9550,1239,27,10,13:55:01.656000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:55:01.935000+00:00,9550,1239,10,12,13:55:01.935000,GAS,Alpine,0093cc
2024-06-30 13:55:01.935000+00:00,9550,1239,18,11,13:55:01.935000,STR,Aston Martin,229971
2024-06-30 13:55:02.757000+00:00,9550,1239,10,13,13:55:02.757000,GAS,Alpine,0093cc
2024-06-30 13:55:02.757000+00:00,9550,1239,20,12,13:55:02.757000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:55:04.106000+00:00,9550,1239,3,13,13:55:04.106000,RIC,RB,6692FF
2024-06-30 13:55:04.106000+00:00,9550,1239,10,14,13:55:04.106000,GAS,Alpine,0093cc
2024-06-30 13:55:04.106000+00:00,9550,1239,77,15,13:55:04.106000,BOT,Kick Sauber,52e252
2024-06-30 13:55:08.416000+00:00,9550,1239,10,15,13:55:08.416000,GAS,Alpine,0093cc
2024-06-30 13:55:08.416000+00:00,9550,1239,16,14,13:55:08.416000,LEC,Ferrari,E80020
2024-06-30 13:55:08.416000+00:00,9550,1239,77,16,13:55:08.416000,BOT,Kick Sauber,52e252
2024-06-30 13:55:15.655000+00:00,9550,1239,23,16,13:55:15.655000,ALB,Williams,64C4FF
2024-06-30 13:55:15.655000+00:00,9550,1239,77,17,13:55:15.655000,BOT,Kick Sauber,52e252
2024-06-30 13:55:19.873000+00:00,9550,1239,14,17,13:55:19.873000,ALO,Aston Martin,229971
2024-06-30 13:55:19.873000+00:00,9550,1239,77,18,13:55:19.873000,BOT,Kick Sauber,52e252
2024-06-30 13:56:12.103000+00:00,9550,1239,27,9,13:56:12.103000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:56:12.103000+00:00,9550,1239,31,10,13:56:12.103000,OCO,Alpine,0093cc
2024-06-30 13:56:13.232000+00:00,9550,1239,18,12,13:56:13.232000,STR,Aston Martin,229971
2024-06-30 13:56:13.232000+00:00,9550,1239,20,10,13:56:13.232000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:56:13.232000+00:00,9550,1239,31,11,13:56:13.232000,OCO,Alpine,0093cc
2024-06-30 13:56:15.112000+00:00,9550,1239,3,11,13:56:15.112000,RIC,RB,6692FF
2024-06-30 13:56:15.112000+00:00,9550,1239,18,13,13:56:15.112000,STR,Aston Martin,229971
2024-06-30 13:56:15.112000+00:00,9550,1239,31,12,13:56:15.112000,OCO,Alpine,0093cc
2024-06-30 13:56:18.892000+00:00,9550,1239,16,12,13:56:18.892000,LEC,Ferrari,E80020
2024-06-30 13:56:18.892000+00:00,9550,1239,18,14,13:56:18.892000,STR,Aston Martin,229971
2024-06-30 13:56:18.892000+00:00,9550,1239,31,13,13:56:18.892000,OCO,Alpine,0093cc
2024-06-30 13:56:20.995000+00:00,9550,1239,10,13,13:56:20.995000,GAS,Alpine,0093cc
2024-06-30 13:56:20.995000+00:00,9550,1239,18,15,13:56:20.995000,STR,Aston Martin,229971
2024-06-30 13:56:20.995000+00:00,9550,1239,31,14,13:56:20.995000,OCO,Alpine,0093cc
2024-06-30 13:56:26.590000+00:00,9550,1239,18,16,13:56:26.590000,STR,Aston Martin,229971
2024-06-30 13:56:26.590000+00:00,9550,1239,23,15,13:56:26.590000,ALB,Williams,64C4FF
2024-06-30 13:57:22.412000+00:00,9550,1239,22,9,13:57:22.412000,TSU,RB,6692FF
2024-06-30 13:57:22.412000+00:00,9550,1239,27,8,13:57:22.412000,HUL,Haas F1 Team,B6BABD
2024-06-30 13:57:23.241000+00:00,9550,1239,20,9,13:57:23.241000,MAG,Haas F1 Team,B6BABD
2024-06-30 13:57:23.241000+00:00,9550,1239,22,10,13:57:23.241000,TSU,RB,6692FF
2024-06-30 13:57:25.900000+00:00,9550,1239,3,10,13:57:25.900000,RIC,RB,6692FF
2024-06-30 13:57:25.900000+00:00,9550,1239,22,11,13:57:25.900000,TSU,RB,6692FF
2024-06-30 13:57:29.182000+00:00,9550,1239,16,11,13:57:29.182000,LEC,Ferrari,E80020
2024-06-30 13:57:29.182000+00:00,9550,1239,22,12,13:57:29.182000,TSU,RB,6692FF
2024-06-30 13:57:30.424000+00:00,9550,1239,10,12,13:57:30.424000,GAS,Alpine,0093cc
2024-06-30 13:57:30.424000+00:00,9550,1239,22,13,13:57:30.424000,TSU,RB,6692FF
2024-06-30 13:57:32.913000+00:00,9550,1239,22,14,13:57:32.913000,TSU,RB,6692FF
2024-06-30 13:57:32.913000+00:00,9550,1239,31,13,13:57:32.913000,OCO,Alpine,0093cc
2024-06-30 13:57:37.103000+00:00,9550,1239,22,15,13:57:37.103000,TSU,RB,6692FF
2024-06-30 13:57:37.103000+00:00,9550,1239,23,14,13:57:37.103000,ALB,Williams,64C4FF
2024-06-30 13:57:40.571000+00:00,9550,1239,18,15,13:57:40.571000,STR,Aston Martin,229971
2024-06-30 13:57:40.571000+00:00,9550,1239,22,16,13:57:40.571000,TSU,RB,6692FF
2024-06-30 13:57:44.383000+00:00,9550,1239,55,3,13:57:44.383000,SAI,Ferrari,E80020
2024-06-30 13:57:44.383000+00:00,9550,1239,63,4,13:57:44.383000,RUS,Mercedes,27F4D2
2024-06-30 13:58:58.455000+00:00,9550,1239,44,3,13:58:58.455000,HAM,Mercedes,27F4D2
2024-06-30 13:58:58.455000+00:00,9550,1239,55,4,13:58:58.455000,SAI,Ferrari,E80020
2024-06-30 13:58:58.455000+00:00,9550,1239,63,5,13:58:58.455000,RUS,Mercedes,27F4D2
2024-06-30 13:58:59.025000+00:00,9550,1239,55,5,13:58:59.025000,SAI,Ferrari,E80020
2024-06-30 13:58:59.025000+00:00,9550,1239,63,6,13:58:59.025000,RUS,Mercedes,27F4D2
2024-06-30 13:58:59.025000+00:00,9550,1239,81,4,13:58:59.025000,PIA,McLaren,FF8000
2024-06-30 14:00:09.666000+00:00,9550,1239,44,4,14:00:09.666000,HAM,Mercedes,27F4D2
2024-06-30 14:00:09.666000+00:00,9550,1239,81,3,14:00:09.666000,PIA,McLaren,FF8000
2024-06-30 14:00:20.884000+00:00,9550,1239,55,6,14:00:20.884000,SAI,Ferrari,E80020
2024-06-30 14:00:20.884000+00:00,9550,1239,63,5,14:00:20.884000,RUS,Mercedes,27F4D2
2024-06-30 14:03:22.643000+00:00,9550,1239,10,11,14:03:22.643000,GAS,Alpine,0093cc
2024-06-30 14:03:22.643000+00:00,9550,1239,16,12,14:03:22.643000,LEC,Ferrari,E80020
2024-06-30 14:03:43.451000+00:00,9550,1239,44,3,14:03:43.451000,HAM,Mercedes,27F4D2
2024-06-30 14:03:43.451000+00:00,9550,1239,81,4,14:03:43.451000,PIA,McLaren,FF8000
2024-06-30 14:04:34.870000+00:00,9550,1239,16,13,14:04:34.870000,LEC,Ferrari,E80020
2024-06-30 14:04:34.870000+00:00,9550,1239,31,12,14:04:34.870000,OCO,Alpine,0093cc
2024-06-30 14:04:59.079000+00:00,9550,1239,63,4,14:04:59.079000,RUS,Mercedes,27F4D2
2024-06-30 14:04:59.079000+00:00,9550,1239,81,5,14:04:59.079000,PIA,McLaren,FF8000
2024-06-30 14:05:03.959000+00:00,9550,1239,55,5,14:05:03.959000,SAI,Ferrari,E80020
2024-06-30 14:05:03.959000+00:00,9550,1239,81,6,14:05:03.959000,PIA,McLaren,FF8000
2024-06-30 14:05:35.884000+00:00,9550,1239,11,8,14:05:35.884000,PER,Red Bull Racing,3671C6
2024-06-30 14:05:35.884000+00:00,9550,1239,27,7,14:05:35.884000,HUL,Haas F1 Team,B6BABD
2024-06-30 14:05:38.264000+00:00,9550,1239,11,9,14:05:38.264000,PER,Red Bull Racing,3671C6
2024-06-30 14:05:38.264000+00:00,9550,1239,20,8,14:05:38.264000,MAG,Haas F1 Team,B6BABD
2024-06-30 14:05:41.136000+00:00,9550,1239,3,9,14:05:41.136000,RIC,RB,6692FF
2024-06-30 14:05:41.136000+00:00,9550,1239,11,10,14:05:41.136000,PER,Red Bull Racing,3671C6
2024-06-30 14:05:53.377000+00:00,9550,1239,16,14,14:05:53.377000,LEC,Ferrari,E80020
2024-06-30 14:05:53.377000+00:00,9550,1239,23,13,14:05:53.377000,ALB,Williams,64C4FF
2024-06-30 14:05:54.312000+00:00,9550,1239,16,15,14:05:54.312000,LEC,Ferrari,E80020
2024-06-30 14:05:54.312000+00:00,9550,1239,18,14,14:05:54.312000,STR,Aston Martin,229971
2024-06-30 14:05:57.666000+00:00,9550,1239,16,16,14:05:57.666000,LEC,Ferrari,E80020
2024-06-30 14:05:57.666000+00:00,9550,1239,22,15,14:05:57.666000,TSU,RB,6692FF
2024-06-30 14:06:01.915000+00:00,9550,1239,14,16,14:06:01.915000,ALO,Aston Martin,229971
2024-06-30 14:06:01.915000+00:00,9550,1239,16,17,14:06:01.915000,LEC,Ferrari,E80020
2024-06-30 14:06:02.838000+00:00,9550,1239,16,18,14:06:02.838000,LEC,Ferrari,E80020
2024-06-30 14:06:02.838000+00:00,9550,1239,77,17,14:06:02.838000,BOT,Kick Sauber,52e252
2024-06-30 14:06:08.858000+00:00,9550,1239,44,4,14:06:08.858000,HAM,Mercedes,27F4D2
2024-06-30 14:06:08.858000+00:00,9550,1239,63,3,14:06:08.858000,RUS,Mercedes,27F4D2
2024-06-30 14:06:51.287000+00:00,9550,1239,3,10,14:06:51.287000,RIC,RB,6692FF
2024-06-30 14:06:51.287000+00:00,9550,1239,11,9,14:06:51.287000,PER,Red Bull Racing,3671C6
2024-06-30 14:07:23.504000+00:00,9550,1239,44,5,14:07:23.504000,HAM,Mercedes,27F4D2
2024-06-30 14:07:23.504000+00:00,9550,1239,55,4,14:07:23.504000,SAI,Ferrari,E80020
2024-06-30 14:07:28.131000+00:00,9550,1239,44,6,14:07:28.131000,HAM,Mercedes,27F4D2
2024-06-30 14:07:28.131000+00:00,9550,1239,81,5,14:07:28.131000,PIA,McLaren,FF8000
2024-06-30 14:08:14.976000+00:00,9550,1239,18,13,14:08:14.976000,STR,Aston Martin,229971
2024-06-30 14:08:14.976000+00:00,9550,1239,23,14,14:08:14.976000,ALB,Williams,64C4FF
2024-06-30 14:08:23.772000+00:00,9550,1239,14,17,14:08:23.772000,ALO,Aston Martin,229971
2024-06-30 14:08:23.772000+00:00,9550,1239,16,16,14:08:23.772000,LEC,Ferrari,E80020
2024-06-30 14:08:23.772000+00:00,9550,1239,77,18,14:08:23.772000,BOT,Kick Sauber,52e252
2024-06-30 14:08:24.795000+00:00,9550,1239,14,18,14:08:24.795000,ALO,Aston Martin,229971
2024-06-30 14:08:24.795000+00:00,9550,1239,77,17,14:08:24.795000,BOT,Kick Sauber,52e252
2024-06-30 14:10:21.267000+00:00,9550,1239,11,8,14:10:21.267000,PER,Red Bull Racing,3671C6
2024-06-30 14:10:21.267000+00:00,9550,1239,20,9,14:10:21.267000,MAG,Haas F1 Team,B6BABD
2024-06-30 14:11:52.783000+00:00,9550,1239,16,15,14:11:52.783000,LEC,Ferrari,E80020
2024-06-30 14:11:52.783000+00:00,9550,1239,22,16,14:11:52.783000,TSU,RB,6692FF
2024-06-30 14:15:23.198000+00:00,9550,1239,16,14,14:15:23.198000,LEC,Ferrari,E80020
2024-06-30 14:15:23.198000+00:00,9550,1239,23,15,14:15:23.198000,ALB,Williams,64C4FF
2024-06-30 14:17:43.056000+00:00,9550,1239,16,13,14:17:43.056000,LEC,Ferrari,E80020
2024-06-30 14:17:43.056000+00:00,9550,1239,18,14,14:17:43.056000,STR,Aston Martin,229971
2024-06-30 14:18:59.527000+00:00,9550,1239,1,2,14:18:59.527000,VER,Red Bull Racing,3671C6
2024-06-30 14:18:59.527000+00:00,9550,1239,4,3,14:18:59.527000,NOR,McLaren,FF8000
2024-06-30 14:18:59.527000+00:00,9550,1239,63,1,14:18:59.527000,RUS,Mercedes,27F4D2
2024-06-30 14:19:01.831000+00:00,9550,1239,1,3,14:19:01.831000,VER,Red Bull Racing,3671C6
2024-06-30 14:19:01.831000+00:00,9550,1239,4,4,14:19:01.831000,NOR,McLaren,FF8000
2024-06-30 14:19:01.831000+00:00,9550,1239,55,2,14:19:01.831000,SAI,Ferrari,E80020
2024-06-30 14:19:02.566000+00:00,9550,1239,1,4,14:19:02.566000,VER,Red Bull Racing,3671C6
2024-06-30 14:19:02.566000+00:00,9550,1239,4,5,14:19:02.566000,NOR,McLaren,FF8000
2024-06-30 14:19:02.566000+00:00,9550,1239,81,3,14:19:02.566000,PIA,McLaren,FF8000
2024-06-30 14:19:21.965000+00:00,9550,1239,4,6,14:19:21.965000,NOR,McLaren,FF8000
2024-06-30 14:19:21.965000+00:00,9550,1239,44,5,14:19:21.965000,HAM,Mercedes,27F4D2
2024-06-30 14:20:12.660000+00:00,9550,1239,55,3,14:20:12.660000,SAI,Ferrari,E80020
2024-06-30 14:20:12.660000+00:00,9550,1239,81,2,14:20:12.660000,PIA,McLaren,FF8000
2024-06-30 14:20:36.503000+00:00,9550,1239,1,5,14:20:36.503000,VER,Red Bull Racing,3671C6
2024-06-30 14:20:36.503000+00:00,9550,1239,44,4,14:20:36.503000,HAM,Mercedes,27F4D2
2024-06-30 14:21:09.600000+00:00,9550,1239,4,7,14:21:09.600000,NOR,McLaren,FF8000
2024-06-30 14:21:09.600000+00:00,9550,1239,27,6,14:21:09.600000,HUL,Haas F1 Team,B6BABD
2024-06-30 14:21:10.888000+00:00,9550,1239,4,8,14:21:10.888000,NOR,McLaren,FF8000
2024-06-30 14:21:10.888000+00:00,9550,1239,11,7,14:21:10.888000,PER,Red Bull Racing,3671C6
2024-06-30 14:21:17.638000+00:00,9550,1239,4,9,14:21:17.638000,NOR,McLaren,FF8000
2024-06-30 14:21:17.638000+00:00,9550,1239,20,8,14:21:17.638000,MAG,Haas F1 Team,B6BABD
2024-06-30 14:21:19.702000+00:00,9550,1239,3,9,14:21:19.702000,RIC,RB,6692FF
2024-06-30 14:21:19.702000+00:00,9550,1239,4,10,14:21:19.702000,NOR,McLaren,FF8000
2024-06-30 14:21:20.867000+00:00,9550,1239,4,11,14:21:20.867000,NOR,McLaren,FF8000
2024-06-30 14:21:20.867000+00:00,9550,1239,10,10,14:21:20.867000,GAS,Alpine,0093cc
2024-06-30 14:21:27.173000+00:00,9550,1239,4,12,14:21:27.173000,NOR,McLaren,FF8000
2024-06-30 14:21:27.173000+00:00,9550,1239,31,11,14:21:27.173000,OCO,Alpine,0093cc
2024-06-30 14:21:30.286000+00:00,9550,1239,4,13,14:21:30.286000,NOR,McLaren,FF8000
2024-06-30 14:21:30.286000+00:00,9550,1239,16,12,14:21:30.286000,LEC,Ferrari,E80020
2024-06-30 14:21:36.023000+00:00,9550,1239,4,14,14:21:36.023000,NOR,McLaren,FF8000
2024-06-30 14:21:36.023000+00:00,9550,1239,18,13,14:21:36.023000,STR,Aston Martin,229971
2024-06-30 14:21:39.587000+00:00,9550,1239,4,15,14:21:39.587000,NOR,McLaren,FF8000
2024-06-30 14:21:39.587000+00:00,9550,1239,23,14,14:21:39.587000,ALB,Williams,64C4FF
2024-06-30 14:21:43.792000+00:00,9550,1239,4,16,14:21:43.792000,NOR,McLaren,FF8000
2024-06-30 14:21:43.792000+00:00,9550,1239,22,15,14:21:43.792000,TSU,RB,6692FF
2024-06-30 14:21:48.964000+00:00,9550,1239,4,17,14:21:48.964000,NOR,McLaren,FF8000
2024-06-30 14:21:48.964000+00:00,9550,1239,77,16,14:21:48.964000,BOT,Kick Sauber,52e252
2024-06-30 14:21:55.277000+00:00,9550,1239,4,18,14:21:55.277000,NOR,McLaren,FF8000
2024-06-30 14:21:55.277000+00:00,9550,1239,14,17,14:21:55.277000,ALO,Aston Martin,229971
2024-06-30 14:22:15.610000+00:00,9550,1239,4,19,14:22:15.610000,NOR,McLaren,FF8000
2024-06-30 14:22:15.610000+00:00,9550,1239,24,18,14:22:15.610000,ZHO,Kick Sauber,52e252
2024-06-30 14:22:43.223000+00:00,9550,1239,2,19,14:22:43.223000,SAR,Williams,64C4FF
2024-06-30 14:22:43.223000+00:00,9550,1239,4,20,14:22:43.223000,NOR,McLaren,FF8000
2024-06-30 14:26:59.428000+00:00,9550,1239,14,18,14:26:59.428000,ALO,Aston Martin,229971
2024-06-30 14:26:59.428000+00:00,9550,1239,24,17,14:26:59.428000,ZHO,Kick Sauber,52e252
2024-06-30 14:27:22.215000+00:00,9550,1239,16,11,14:27:22.215000,LEC,Ferrari,E80020
2024-06-30 14:27:22.215000+00:00,9550,1239,31,12,14:27:22.215000,OCO,Alpine,0093cc
2024-06-30 14:27:56.498000+00:00,9550,1239,22,14,14:27:56.498000,TSU,RB,6692FF
2024-06-30 14:27:56.498000+00:00,9550,1239,23,15,14:27:56.498000,ALB,Williams,64C4FF
